OBJECTID;ID;SYMBOLE;ACTEUR;MAJ;MAJ_GEO;TRACE;CONFIG;ETAT;U_MAX;ID_OBJECT;sub_num;ADR_LIT;IDR_LIT;start;u_code;circn;end;code_start;code_end
2503;78528111;+S-1E6;LCP;1458229460000;1458229268000;1;S;E;6;78528111_2503;1;LIT 225kV N0 1 TIVERNON - PIQUAGE A SEMONVILLE;TIVERL61ZSEMO;TIVER;6;1;ZSEMO;TIVER;
2522;78147304;+A11E6;CFP;1430390413000;1430390396000;1;A;E;6;78147304_2522;1;LIT 225kV NO 1 ARNAGE-QUINT / ARNAG C.FON 1;ARNAGL61ZQUI5;ARNAG;6;1;ZQUI5;ARNAG;
2548;40002962;+A11E6;JUL;1412356260000;1299579823000;1;A;E;6;40002962_2548;1;LIT 225kV N0 1 QUINS / SSTUL ZSSCR 1-SSCRO / ROUMO ZQUIN 1;ZQUINL61ZSSCR;ZQUIN;6;1;ZSSCR;;SSCRO
2557;78008704;+A11E6;CFP;1421923718000;1421685311000;1;A;E;6;78008704_2557;1;LIT 225kV NO 1 MAZINGARBE-BEUVR / MAZIN VENDI 1;MAZINL61ZBEU5;MAZIN;6;1;ZBEU5;MAZIN;
2624;71647843;+A11E6;CFP;1394190138000;1295013875000;1;A;E;6;71647843_2624;1;LIT 225kV NO 1 AOSTE-MARNI / AOSTE BRENS 1;AOSTEL61ZMAR8;AOSTE;6;1;ZMAR8;AOSTE;
2691;70039207;+A11E6;CBP;1412760181000;1254851759000;1;A;E;6;70039207_2691;1;LIT 225kV NO 1 PLAINE HAUTE - PIQUAGE A LE CORONG;P.HA5L61ZCORO;P.HA5;6;1;ZCORO;P.HA5;
2698;73806067;+A22E66;CFP;1392914129000;1392914094000;1;A;E;6;73806067_2698;1;LIT 225kV NO 1 GAMPALOUP-CPBLA / B.MON GAMPA 1;GAMPAL61ZCPB5;GAMPA;6;1;ZCPB5;GAMPA;
2797;73428733;+A11E6;CBP;1415012037000;1277133342000;1;A;E;6;73428733_2797;1;LIT 225kV N0 1 GANDRANGE - PIQUAGE GANDRANGE;GANDRL61ZGAN5;GANDR;6;1;ZGAN5;GANDR;
3040;72545443;+A11E6;CBP;1419863513000;1319196994000;1;A;E;6;72545443_3040;1;LIT 225kV NO 2 LONGEFAN-RANDE / ALBER LONG6 2;LONG6L62ZRAN6;LONG6;6;2;ZRAN6;LONG6;
3059;74830395;+A11E6;CBP;1420622419000;1296467080000;1;A;E;6;74830395_3059;1;LIT 225kV NO 2 DAMBRON - PIQUAGE LES CARRES A MARCOUSSIS (ZCAR6);DAMBRL62ZCAR6;DAMBR;6;2;ZCAR6;DAMBR;
3146;76868385;+A22E66;CBP;1417516097000;1386850064000;1;A;E;6;76868385_3146;1;LIT 225kV NO 1 ARPENTS (LES) - PIQUAGE RICHEBOURG A RICHEBOURG (ZRIC5);ARPENL61ZRIC5;ARPEN;6;1;ZRIC5;ARPEN;
3235;20001973;+A11E7;CFP;1411994026000;8,63136e+11;1;A;E;7;20001973_3235;1;LIT 400kV N0 1 BASSECOURT - MAMBELIN;.BASSL71MAMBE;.BASS;7;1;MAMBE;;MAMBE
3343;78675864;+S-2E99;VC;1467158400000;1450377024000;1;S;E;9;78675864_3343;1;LIT COURANT CONTINU N0 1 SELLINDGE (270 KV CC) - MANDARINS;.SELLL91MANDA;.SELL;9;1;MANDA;;MANDA
3747;20002129;+A22E63;CFP;1422884874000;1246024041000;1;A;E;6;20002129_3747;1;LIT 225kV NO 1 ST-NABORD - PIQUAGE ST-NABORD;SSNABL61ZSSNA;SSNAB;6;1;ZSSNA;SSNAB;
3769;76174333;+A11E6;CBP;1416306693000;1366794019000;1;A;E;6;76174333_3769;1;LIT 225kV NO 1 BEAUREGARD (SAINT-LAURENT-NOUAN)-CHAINGY;BXRE6L61CHAIN;BXRE6;6;1;CHAIN;;CHAIN
3770;72145543;+A11E6;CBP;1414489820000;1245938271000;1;A;E;6;72145543_3770;1;LIT 225KV NO 1 DONZENAC - PIQUAGE DONZENAC (LIAISON BREUIZ61CHAST);DONZEL61ZDONZ;DONZE;6;1;ZDONZ;DONZE;
3849;76233388;+A11E6;CA;1394012168000;1367492969000;1;A;E;6;76233388_3849;1;LIT 225kV N0 2 VILLEJUST - PIQUAGE ROBINSON A LE PLESSIS-ROBINSON (ZROB5);VLEJUL62ZROB5;VLEJU;6;2;ZROB5;VLEJU;
3887;72174279;+A11E6;CBP;1415784487000;1381160829000;1;A;E;6;72174279_3887;1;LIT 225kV N0 1 VINCEY - PIQUAGE ST-NABORD;VINCEL61ZSSNA;VINCE;6;1;ZSSNA;VINCE;
3993;60000021;+A22E66;CBP;1420630669000;1386844658000;1;A;E;6;60000021_3993;1;LIT 225kV N0 1 BONNIERES - PIQUAGE RICHEBOURG A RICHEBOURG (ZRIC5);BONNIL61ZRIC5;BONNI;6;1;ZRIC5;BONNI;
4024;72428243;+A11E6;LCP;1465817273000;1435751485000;1;A;E;6;72428243_4024;1;LIT 225kV N0 1 VALENCE - PIQUAGE A MANGOT;VALE8L61ZMANG;VALE8;6;1;ZMANG;VALE8;
4079;74329295;+A11E6;JUL;1416246670000;1457976545000;1;A;E;6;74329295_4079;1;LIT 225kV N0 1 VINCEY - PIQUAGE A GERBECOURT ET HAPLEMONT;VINCEL61ZG.HA;VINCE;6;1;ZG.HA;VINCE;
4338;77134404;+A11E6;LCP;1452504219000;1393584630000;1;A;E;6;77134404_4338;1;LIT 225kV N0 1 CHAMPAGNIER - PRUNIERES;CPNIEL61PRUNI;CPNIE;6;1;PRUNI;CPNIE;
4595;76879983;+A11E6;RDP;1422457379000;1387385340000;1;A;E;6;76879983_4595;1;LIT 225kV NO 1 BEAULIEU-GRANZ / BXLIE FLEAC 1;BXLIEL61ZGRA6;BXLIE;6;1;ZGRA6;BXLIE;
4706;77709325;+A11E6;CBP;1413993957000;1225897004000;1;A;E;6;77709325_4706;1;LIT 225kV NO 1 ST-AUBAN-SALIG / SISTE SSAUB 1;SSAUBL61ZSAL6;SSAUB;6;1;ZSAL6;SSAUB;
5053;72303379;+A11E6;CBP;1415271525000;1328872592000;1;A;E;6;72303379_5053;1;LIT 225kV NO 1 LAVAL-CORBI / BXCOU LAVAL 1;LAVALL61ZCOR6;LAVAL;6;1;ZCOR6;LAVAL;
5628;71361577;+A11E6;CBP;1413993397000;1225962893000;1;A;E;6;71361577_5628;1;LIT 225kV NO 1 QUINSON-QUINS / SSTUL ZSSCR 1;QUINSL61ZQUIN;QUINS;6;1;ZQUIN;QUINS;
5695;60000229;+A22E63;CBP;1415370664000;1301930792000;1;A;E;6;60000229_5695;1;LIT 225kV NO 2 DIRINON - PIQUAGE A TREFLEVENEZ;DIRINL62ZTREF;DIRIN;6;2;ZTREF;DIRIN;
6048;71694677;+A22E66;CBP;1413210150000;1236617351000;1;A;E;6;71694677_6048;1;LIT 225kV N0 1 GRIGNY - PIQUAGE COQUIBUS A EVRY (ZCOQU) 1;GRIGNL61ZCOQU;GRIGN;6;1;ZCOQU;GRIGN;
6309;60001297;+A22E66;JUL;1418222503000;1467127715000;1;A;E;6;60001297_6309;1;LIT 225kV NO 1 GIEN-GIEN / TABAR VLEMA 1;GIEN L61ZGLAC;GIEN ;6;1;ZGLAC;GIEN ;
6322;72598943;+A22E66;JUL;1427132720000;1302620552000;1;A;E;6;72598943_6322;1;LIT 225kV N0 1 HENRI-PAUL - PIQUAGE CURTIL;H.PAUL61ZCUR5;H.PAU;6;1;ZCUR5;H.PAU;
6380;73222833;+A11E6;CGP;1297437937000;1269960469000;1;A;E;6;73222833_6380;1;LIT 225kV N0 1 COMMERVEIL - PIQUAGE A AMIGNE;COMM7L61ZAMIG;COMM7;6;1;ZAMIG;COMM7;
6602;75217433;+A11E7;CA;1392204182000;1327920942000;1;A;E;7;75217433_6602;1;LIT 400kV N0 1 BASSECOURT - SIERENTZ;.BASSL71SIERE;.BASS;7;1;SIERE;;SIERE
6648;78674764;+S-1E9;VC;1467032920000;1467032870000;1;S;E;9;78674764_6648;1;LIT COURANT CONTINU N0 4 SELLINDGE (270 KV CC) - MANDARINS;.SELLL94MANDA;.SELL;9;4;MANDA;;MANDA
6945;72746743;+A11E6;CBP;1420462603000;1254842657000;1;A;E;6;72746743_6945;1;LIT 225kV NO 1 ROSPEZ - PIQUAGE A LE CORONG;ROSPEL61ZCORO;ROSPE;6;1;ZCORO;ROSPE;
6957;77604425;+A11E6;CBP;1411729404000;1235581446000;1;A;E;6;77604425_6957;1;LIT 225kV NO 1 CARRIERES - PIQUAGE A PRONLEROY;CARRIL61ZVAL9;CARRI;6;1;ZVAL9;CARRI;
7289;76332888;+S-1E6;CBP;1413204314000;1371460122000;1;S;E;6;76332888_7289;1;LIT 225kV N0 1 LOGES (LES) - PIQUAGE A LINAS (PRINCIPAL);LOGESL61ZLINA;LOGES;6;1;ZLINA;LOGES;
7818;74008533;+A22E66;CBP;1411743817000;1295882647000;1;A;E;6;74008533_7818;1;LIT 225kV N0 3 CERGY - PIQUAGE FROMAINVILLE A ACHERES (ZFRO6);CERGYL63ZFRO6;CERGY;6;3;ZFRO6;CERGY;
7824;75574495;+A11E6;NBP;1348158431000;1319111085000;1;A;E;6;75574495_7824;1;LIT 225kV NO 1 GRANDE-ILE-MERCI / FROGE G.ILE 1;G.ILEL61ZMER7;G.ILE;6;1;ZMER7;G.ILE;
7833;71325507;+A11E6;CBP;1418037698000;1276273626000;1;A;E;6;71325507_7833;1;LIT 225kV NO 1 SARREGUEMINES - PIQUAGE SARREGUEMINES;SARR6L61ZSAR6;SARR6;6;1;ZSAR6;SARR6;
7848;70002699;+A22E66;CBP;1419940142000;1295954382000;1;A;E;6;70002699_7848;1;LIT 225kV N0 3 CORMEILLES - PIQUAGE FROMAINVILLE A ACHERES (ZFRO6);CORMEL63ZFRO6;CORME;6;3;ZFRO6;CORME;
8533;60003937;+A11E6;CBP;1419933166000;1297872868000;1;A;E;6;60003937_8533;1;LIT 225kV NO 2 CORDEMAIS-POSTE - PIQUAGE A KERLAN;COR.PL62ZKERL;COR.P;6;2;ZKERL;COR.P;
8607;72707779;+A11E6;CBP;1415792545000;1253627047000;1;A;E;6;72707779_8607;1;LIT 225kV NO 1 BEAUREGARD (SAINT-LAURENT-NOUAN)-ST-LAURENT-DES-EAUX B;BXRE6L61SSEA2;BXRE6;6;1;SSEA2;;SSEA2
8800;73815977;+A11E6;LCP;1445007505000;1445006705000;1;A;E;6;73815977_8800;1;LIT 225kV NO 2 SEINE - PIQUAGE BRICHE A SAINT-DENIS (ZBRI5);SEINEL62ZBRI5;SEINE;6;2;ZBRI5;SEINE;
8930;73809167;+A11E6;CFP;1393604980000;1393604951000;1;A;E;6;73809167_8930;1;LIT 225kV NO 1 EYBENS-LANCE / EYBEN FROGE 1;EYBENL61ZLANC;EYBEN;6;1;ZLANC;EYBEN;
9171;10000371;+A22E66;JUL;1442397936000;1228751204000;1;A;E;6;10000371_9171;1;LIT 225kV N0 1 HELLEMMES-HELLE / AVELI H.VIN 1;HELLEL61ZHEL5;HELLE;6;1;ZHEL5;HELLE;
9275;71562979;+A11E6;CBP;1418051326000;1234265593000;1;A;E;6;71562979_9275;1;LIT 225kV NO 1 ROYE - PIQUAGE A PRONLEROY;ROYE L61ZVAL9;ROYE ;6;1;ZVAL9;ROYE ;
9317;78588195;+A11E6;CFP;1463067476000;1467216928000;1;A;E;6;78588195_9317;1;;DUVIGL61ZDUV5;DUVIG;6;1;ZDUV5;DUVIG;
9688;10000514;+A22E63;CA;1423051157000;1228491460000;1;A;E;6;10000514_9688;1;LIT 225kV NO 2 THIERS (BRUAY-SUR-L'ESCAUT)-QUARE / THIER VALEN 2;THIERL62ZQUAR;THIER;6;2;ZQUAR;THIER;
9737;60000022;+A22E66;CA;1394012967000;1386843779000;1;A;E;6;60000022_9737;1;LIT 225kV NO 1 RICHEBOURG - PIQUAGE RICHEBOURG A RICHEBOURG (ZRIC5);RICH5L61ZRIC5;RICH5;6;1;ZRIC5;RICH5;
9799;70324207;+A11E6;CBP;1419857449000;1121167509000;1;A;E;6;70324207_9799;1;LIT 225KV NO 1 BREUIL - PIQUAGE DONZENAC (LIAISON BREUIZ61CHAST);BREUIL61ZDONZ;BREUI;6;1;ZDONZ;BREUI;
10049;77092904;+A22E63;CFP;1393322943000;1457968857000;1;A;E;6;77092904_10049;1;LIT 225kV NO 1 FROGES-MERCI / FROGE G.ILE 1;FROGEL61ZMER7;FROGE;6;1;ZMER7;FROGE;
10427;78528611;+A11E6;LCP;1458172800000;1386152968000;1;A;E;6;78528611_10427;1;LIT 225kV N0 1 DAMBRON - PIQUAGE A SEMONVILLE;DAMBRL61ZSEMO;DAMBR;6;1;ZSEMO;DAMBR;
10911;20004581;+A11E6;CBP;1420647925000;1277205709000;1;A;E;6;20004581_10911;1;LIT 225kV N0 1 LANEUVEVILLE - PIQUAGE LA MADELEINE;LANEUL61ZMAD6;LANEU;6;1;ZMAD6;LANEU;
10947;10002116;+A11E6;CBP;1413901916000;1228736220000;1;A;E;6;10002116_10947;1;LIT 225kV NO 2 VALENCIENNES-QUARE / THIER VALEN 2;VALENL62ZQUAR;VALEN;6;2;ZQUAR;VALEN;
11189;30002524;+A21E6;CBP;1418816795000;1311612312000;1;A;E;6;30002524_11189;1;LIT 225kV NO 1 CHAMPBLAIN-CPBLA / B.MON GAMPA 1;CPBLAL61ZCPB5;CPBLA;6;1;ZCPB5;CPBLA;
11325;71357477;+A11E6;CBP;1414150203000;1299577706000;1;A;E;6;71357477_11325;1;LIT 225kV NO 1 SALIGNAC-SALIG / SISTE SSAUB 1;SALIGL61ZSAL6;SALIG;6;1;ZSAL6;SALIG;
11470;77153888;+A11E6;CBP;1414165224000;1299577816000;1;A;E;6;77153888_11470;1;LIT 225kV NO 1 SISTERON-SALIG / SISTE SSAUB 1;SISTEL61ZSAL6;SISTE;6;1;ZSAL6;SISTE;
11856;77896025;+A22E66;JUL;1442398289000;1311860448000;1;A;E;6;77896025_11856;1;LIT 225kV N0 1 AVELIN-HELLE / AVELI H.VIN 1;AVELIL61ZHEL5;AVELI;6;1;ZHEL5;AVELI;
12150;77141504;+A11E6;CFP;1393844250000;1393844200000;1;A;E;6;77141504_12150;1;LIT 225kV N0 1 CONFLUENT - PIQUAGE AUX PETITES ILES;CONF5L61ZP.IL;CONF5;6;1;ZP.IL;CONF5;
12301;71678577;+A11E6;CBP;1419942546000;1236245514000;1;A;E;6;71678577_12301;1;LIT 225kV NO 1 VILLEJUST - PIQUAGE LES CARRES A MARCOUSSIS (ZCARR);VLEJUL61ZCARR;VLEJU;6;1;ZCARR;VLEJU;
12712;75793488;+A11E6;JUL;1412596535000;1357553775000;1;A;E;6;75793488_12712;1;LIT 225kV NO 1 SAINTE-TULLE 1-QUINS / SSTUL ZSSCR 1;SSTULL61ZQUIN;SSTUL;6;1;ZQUIN;SSTUL;
13216;60004347;+A22E66;CBP;1421143835000;1270656204000;1;A;E;6;60004347_13216;1;LIT 225kV NO 1 CLAIRE-FONTAINE-QUINT / ARNAG C.FON 1;C.FONL61ZQUI5;C.FON;6;1;ZQUI5;C.FON;
13475;30002426;+A11E6;CFP;1393412220000;1393412191000;1;A;E;6;30002426_13475;1;LIT 225kV NO 1 FROGES-LANCE / EYBEN FROGE 1;FROGEL61ZLANC;FROGE;6;1;ZLANC;FROGE;
13562;71678177;+A11E6;CBP;1415805912000;1236244417000;1;A;E;6;71678177_13562;1;LIT 225kV N0 1 VILLEJUST - PIQUAGE A SAINT-JEAN-DE-BEAUREGARD;VLEJUL61ZMTJ5;VLEJU;6;1;ZMTJ5;VLEJU;
13894;74812767;+A11E6;CA;1392633643000;1319197644000;1;A;E;6;74812767_13894;1;LIT 225kV NO 2 ALBERTVILLE-RANDE / ALBER LONG6 2;ALBERL62ZRAN6;ALBER;6;2;ZRAN6;ALBER;
