"OBJECTID";"ID";"SYMBOLE";"ACTEUR";"MAJ";"MAJ_GEO";"TRACE";"CODNAT";"ADR_SITE";"LIB_SUITE";"FONCTION";"PORTIQUE";"POSTE_ISOLE";"ETAT";"U_MAX";"x";"y"
3711;50000673;"+PE6";"CFP";610761600000;1407405839000;1;"MARGE";"MARGERIDE";NA;"P";0;0;"E";6;723340,990000002;6409806,92
3716;70001297;"+PE6";"CFP";992476800000;1411651215000;1;"MORB5";"MORBRAS (POSTE SOURCE)";NA;"P";0;0;"E";6;675651,729999997;6853650,56
3720;30001164;"+PE6";NA;885254400000;NA;1;"VEN.P";"VENTHON-POSTE";NA;"P";0;0;"E";6;965185,530000001;6516018,67
3723;40000916;"+PE6";NA;956188800000;NA;1;"RENAI";"RENAIRES";"(ATOCHEM A LAVERA)";"P";0;0;"E";6;863236,350000001;6254137,47
3750;70000345;"+PE7";NA;774489600000;NA;1;"HERS5";"HERSE(LA)";"(S.N.C.F.)";"P";0;0;"E";7;677995,609999999;6917097,19
3753;10000116;"+PE7";"JPP";1143804719000;1123264694000;1;".AVEL";"AVELGEM";"(BELGIQUE)";"P";0;0;"E";7;733386,719999999;7076430,27
3760;40000260;"+PE6";"RTP";610761600000;1317822065000;1;"PHENI";"PHENIX";"(CEA)";"P";0;0;"E";6;837613,350000001;6340351,55
3765;40000350;"+PE6";NA;610761600000;NA;1;"MOTT5";"MOTTE (LA)";NA;"P";0;0;"E";6;846221,75;6322761,65
3775;60000835;"+PE7";"CGP";787276800000;1270045532000;1;"QUINT";"QUINTES (LES)";NA;"P";0;0;"E";7;493488,109999999;6757048,75
3779;30001078;"+PE6";NA;610761600000;NA;1;"UGINE";"UGINE";"(UGINE SAVOIE A UGINE)";"P";0;0;"E";6;965243,289999999;6523485,34
3780;70019077;"+PE6";"smo";1210076256000;1321614480000;1;"S.CUR";"SALLES-CURAN";NA;"P";0;0;"E";6;685428,100000001;6339935,33
3790;40000873;"+PE6";NA;9,6984e+11;NA;1;"DARSE";"DARSE";NA;"P";0;0;"E";6;849975,450000003;6261507,39
3792;70000999;"+PE6";"FL";774489600000;1240928115000;1;"GALER";"GALERES";NA;"P";0;0;"E";6;671501,840000004;6863917,39
3795;20000671;"+PE6";NA;935020800000;NA;1;"REICH";"REICHSTETT";"(ELECTRICITE DE STRASBOURG)";"P";0;0;"E";6;1048313,52;6848732,58
3798;40000749;"+PE6";NA;610761600000;NA;1;"RASSU";"RASSUEN";NA;"P";0;0;"E";6;859197,409999996;6268155,52
3799;10000112;"+PE6";NA;7,59456e+11;NA;1;"RUMIN";"RUMINGHEM";"(S.N.C.F)";"P";0;0;"E";6;642286,479999997;7083013,05
3808;50000708;"+PE7";"DDP";754531200000;1128437948000;1;"MTEZ5";"MONTEZIC";"(POSTE EXTERIEUR)";"P";0;0;"E";7;671370,469999999;6404029,63
3812;20001348;"+PE6";NA;1,0692e+12;NA;1;"PRELE";"PRELES (LES)";NA;"P";0;0;"E";6;745585,490000002;6745606,06
3814;70034295;"+PE6";"VC";1304073832000;1304073809000;1;"CIZ5";"CIZE (CLIENT)";"(R.F.F.)";"P";0;0;"E";6;888305,32;6571092,8
3815;30000304;"+PE6";"CAP";610761600000;1302781195000;1;"CHALO";"CHALON";NA;"P";0;0;"E";6;841991,219999999;6630901,99
3816;50000774;"+PE6";"CGP";610761600000;1302713607000;1;"GOLIN";"GOLINHAC";NA;"P";0;0;"E";6;668617,600000001;6389675
3821;50002098;"+PE6";"FL";1,013472e+12;1195740833000;1;"HOSPI";"HOSPITALET (L )";NA;"P";0;0;"E";6;601151,039999999;6166160,31
3825;70022577;"+PE6";"RDP";1294151906000;1425482723000;1;"COUFF";"COUFFRAU";NA;"P";0;0;"E";6;683588,759999998;6292360,49
3828;70001408;"+PE6";"fl";954460800000;1289315193000;1;"RUNGI";"RUNGIS";NA;"P";0;0;"E";6;653255,009999998;6850115,14
3831;70000980;"+PE6";"CA";952905600000;1340033667000;1;"FLAND";"FLANDRE";NA;"P";0;0;"E";6;654933,939999998;6866604,92
3833;60001392;"+PE7";"JPP";1146837271000;1146836961000;1;"CHIN2";"CHINON B";NA;"P";0;0;"E";7;487105,770000003;6684200,98
3834;40000835;"+PE6";"LCP";783820800000;1442919356000;1;"FEUIL";"FEUILLANE";NA;"P";0;0;"E";6;854675,719999999;6263313,3
3835;70055783;"+PE6";"JUL";1426268040000;1426267979000;1;"FEUIL";"FEUILLANE";NA;"P";0;0;"E";6;854675,719999999;6263313,3
3836;40000515;"+PE6";"CFP";610761600000;1416564956000;1;"LINGO";"LINGOSTIERE";NA;"P";0;0;"E";6;1037382,74;6300029,85
3839;50001604;"+PE6";"CA";1442503991000;1422973588000;1;".ARKA";"ARKALE";"(ESPAGNE)";"P";0;0;"E";6;307067,020000003;6257154,15
3841;30002185;"+PE6";NA;818121600000;NA;1;"CBAUD";"CHAMBAUD";"(S.N.C.F.)";"P";0;0;"E";6;855724,640000001;6435517,89
3846;70049695;"+PE6";"CFP";1448641476000;1448641414000;1;"CONST";"CONSTANTIN";NA;"P";0;0;"E";6;396692,369999997;6410867,87
3847;20000744;"+PE6";"LCP";1,360586e+12;1449650913000;1;"LANEU";"LANEUVEVILLE";NA;"P";0;0;"E";6;936244,409999996;6843444,91
3849;40000667;"+PE6";"CFP";610761600000;1449665484000;1;"SALON";"SALON";NA;"P";0;0;"E";6;871025,950000003;6282994,69
3850;20001235;"+PE6";"LCP";923961600000;1449072362000;1;"GUEBW";"GUEBWILLER";NA;"P";0;0;"E";6;1015652,66;6763937,84
3851;20001421;"+PE6";"LCP";610761600000;1449067022000;1;"PUSY ";"PUSY";NA;"P";0;0;"E";6;937423,399999999;6732792,12
3852;70000351;"+PE6";"LCP";610761600000;1449054997000;1;"G.COU";"GRAND-COURONNE";NA;"P";0;0;"E";6;552858,5;6917490,56
3856;40000697;"+PE7";"CFP";1316167463000;1439990412000;1;"TRANS";"TRANS";NA;"P";0;0;"E";7;981028,450000003;6274088,71
3857;70000956;"+PE6";NA;774489600000;NA;1;"ROMAI";"ROMAINVILLE";NA;"P";0;0;"E";6;658382,210000001;6866108,62
3859;70000506;"+PE7";NA;774489600000;NA;1;"TERRI";"TERRIER";NA;"P";0;0;"E";7;646009,399999999;6902215,34
3861;50001335;"+PE6";NA;610761600000;NA;1;"GOURJ";"GOURJADE";NA;"P";0;0;"E";6;639670,789999999;6280739,55
3864;70000241;"+PE6";NA;1,006992e+12;NA;1;"VALES";"VALESCOURT";NA;"P";0;0;"E";6;660278,060000002;6931643,37
3877;20001184;"+PE6";"RTP";778982400000;1329924997000;1;"P.VIL";"PONT-LA-VILLE";NA;"P";0;0;"E";6;841279,439999998;6777044,46
3880;20000012;"+PE6";NA;610761600000;NA;1;"CHOO5";"CHOOZ";NA;"P";0;0;"E";6;829561,609999999;6999941,28
3881;20000073;"+PE6";"FL";610761600000;1280938560000;1;"LUMES";"LUMES";NA;"P";0;0;"E";6;830025,369999997;6962997,23
3882;20000013;"+PE7";"FL";1,006128e+12;1285939687000;1;"CHOO2";"CHOOZ B";"(POSTE CENTRALE)";"P";0;0;"E";7;827198,060000002;7000750,43
3894;30002023;"+PE7";"JPP";1143799832000;NA;1;".VENA";"VENAUS";"(ITALIE)";"P";0;0;"E";7;1013602,78;6455692,5
3903;10000359;"+PE6";NA;1006214400000;NA;1;"THIER";"THIERS";NA;"P";0;0;"E";6;740156,539999999;7035928,79
3904;20000197;"+PE6";NA;610761600000;NA;1;"H.TOU";"HAYANGE-TOURNEBRIDE";"(SACILOR)";"P";0;0;"E";6;923143,979999997;6918400,58
3905;20000262;"+PE6";NA;610761600000;NA;1;"AMNEV";"AMNEVILLE";"(SACILOR)";"P";0;0;"E";6;929474,32;6911794,9
3906;20000258;"+PE6";"CGP";9,10656e+11;1276012433000;1;"GANDR";"GANDRANGE";"(S.A.C.I.L.O.R.)";"P";0;0;"E";6;927544,780000001;6912508,81
3907;20000100;"+PE6";"CGP";1303896661000;1300464603000;1;".AUBA";"AUBANGE";"(BELGIQUE)";"P";0;0;"E";6;902425,590000004;6944346,92
3910;50001147;"+PE7";"VC";1168972722000;1168972694000;1;"LESQU";"LESQUIVE";NA;"P";0;0;"E";7;561081,409999996;6303473,98
3916;20001467;"+PE6";"VC";1204297405000;1204297366000;1;"ETUPE";"ETUPES";NA;"P";0;0;"E";6;989553,560000002;6718957,75
3919;20000925;"+PE6";NA;610761600000;NA;1;"GERST";"GERSTHEIM";NA;"P";0;0;"E";6;1049577,23;6821989,54
3922;50001366;"+PE6";"VC";1337789509000;1337789488000;1;"TARN5";"TARNOS";"(ACIERIES U.C.I.N. S.A.)";"P";0;0;"E";6;335635,68;6280189,84
3933;30000621;"+PE6";"FL";1102694678000;1258465783000;1;"BILLY";"BILLY";NA;"P";0;0;"E";6;732493,399999999;6569363,28
3934;40000427;"+PE6";"CA";1442504075000;1423746081000;1;"MANOS";"MANOSQUE";NA;"P";0;0;"E";6;927754,619999997;6309689,64
3935;70049595;"+PE6";"VC";1467302184000;1448876092000;1;"CESTA";"CESTAS";NA;"P";0;0;"E";6;398907,460000001;6410118,98
3937;70056904;"+PE6";"JUL";1467371921000;1432827477000;1;"PERTR";"PERTRE (LE)";"(RFF)";"P";0;0;"E";6;399038,310000002;6775463,8
3938;30001263;"+PE7";"CAP";1130511843000;1319102656000;1;"BATHI";"BATHIE (LA)";NA;"P";0;0;"E";7;969164,079999998;6511241,03
3942;70052128;"+PE7";"RDP";1424955944000;1424955468000;1;"PALUE";"PALUEL";NA;"P";0;0;"E";7;529921,280000001;6975901,9
3943;70052228;"+PE7";"RDP";1424956452000;1424955695000;1;"PALUE";"PALUEL";NA;"P";0;0;"E";7;529921,280000001;6975901,9
3944;70052328;"+PE7";"RDP";1424956593000;1424955741000;1;"PALUE";"PALUEL";NA;"P";0;0;"E";7;529921,280000001;6975901,9
3945;70052428;"+PE7";"RDP";1424956729000;1424955760000;1;"PALUE";"PALUEL";NA;"P";0;0;"E";7;529921,280000001;6975901,9
3947;30002095;"+PE6";NA;9,072e+11;NA;1;"GERVA";"GERVANS";NA;"P";0;0;"E";6;843341,399999999;6447239,47
3949;50001980;"+PE6";"FMP";905385600000;1195550848000;1;"PRAGN";"PRAGNERES";NA;"P";0;0;"E";6;454820,539999999;6195679,74
3950;30002206;"+PE6";"CGP";610761600000;1285767003000;1;"PRATC";"PRATCLAUX";NA;"P";0;0;"E";6;751525,659999996;6431444,48
3953;10000418;"+PE6";"CV";1126635128000;1126281801000;1;"DECHY";"DECHY";NA;"P";0;0;"E";6;710347,159999996;7029777,41
3954;70044295;"+PE6";"MBP";1368528266000;1368528101000;1;"D.BUR";"DAMPIERRE-EN-BURLY";NA;"P";0;0;"E";6;664507,719999999;6737119,87
3955;70044395;"+PE7";"MBP";1368528300000;1368528106000;1;"D.BUR";"DAMPIERRE-EN-BURLY";NA;"P";0;0;"E";7;664507,719999999;6737119,87
3956;70044495;"+PE7";"MBP";1368528293000;1368528110000;1;"D.BUR";"DAMPIERRE-EN-BURLY";NA;"P";0;0;"E";7;664507,719999999;6737119,87
3957;70044695;"+PE7";"MBP";1368528280000;1368528119000;1;"D.BUR";"DAMPIERRE-EN-BURLY";NA;"P";0;0;"E";7;664507,719999999;6737119,87
3958;70044595;"+PE7";"MBP";1368528287000;1368528115000;1;"D.BUR";"DAMPIERRE-EN-BURLY";NA;"P";0;0;"E";7;664507,719999999;6737119,87
3959;70044795;"+PE6";"MBP";1368528272000;1368528123000;1;"D.BUR";"DAMPIERRE-EN-BURLY";NA;"P";0;0;"E";6;664507,719999999;6737119,87
3960;60000977;"+PE7";NA;610761600000;NA;1;"D.BUR";"DAMPIERRE-EN-BURLY";NA;"P";0;0;"E";7;664507,719999999;6737119,87
3964;70036695;"+PE6";"smo";1322735259000;1322735371000;1;"RANDE";"RANDENS";NA;"P";0;0;"E";6;961031,32;6495892,11
3965;50000061;"+PE6";"JUL";1454928168000;1454058010000;1;"EGUZO";"EGUZON";NA;"P";0;0;"E";6;594675,020000003;6596313,66
3966;70046033;"+PE7";"JUL";1454928150000;1379413920000;1;"EGUZO";"EGUZON";NA;"P";0;0;"E";7;594675,020000003;6596313,66
3969;10000512;"+PE6";"vc";1130427179000;1130427126000;1;"BOUCH";"BOUCHAIN";NA;"P";0;0;"E";6;722742,450000003;7022234,01
3970;70056588;"+PE7";"CA";1427813943000;1427813923000;1;"BOUCH";"BOUCHAIN";NA;"P";0;0;"E";7;722742,450000003;7022234,01
3971;30000313;"+PE6";"CAP";1303810338000;NA;1;"H.PAU";"HENRI-PAUL";NA;"P";0;0;"E";6;814807,810000002;6628340,84
3972;70046688;"+PE7";"CA";1438964757000;1385379816000;1;"H.PAU";"HENRI-PAUL";NA;"P";0;0;"E";7;814807,810000002;6628340,84
3974;20000280;"+PE6";"JUL";1441025239000;1424872105000;1;"SAFE ";"S.A.F.E.";"(FOUR A ARCS)";"P";0;0;"E";6;930316,030000001;6908457,92
3977;30001057;"+PE7";NA;9,80208e+11;NA;1;"BUGEY";"BUGEY (LE)";NA;"P";0;0;"E";7;877637,020000003;6524492,47
3978;70053728;"+PE7";"RDP";1425295407000;1425295346000;1;"BUGEY";"BUGEY (LE)";NA;"P";0;0;"E";7;877637,020000003;6524492,47
3979;70053828;"+PE7";"RDP";1425295456000;1425295419000;1;"BUGEY";"BUGEY (LE)";NA;"P";0;0;"E";7;877637,020000003;6524492,47
3980;70053928;"+PE7";"RDP";1425295481000;1425295474000;1;"BUGEY";"BUGEY (LE)";NA;"P";0;0;"E";7;877637,020000003;6524492,47
3981;70054028;"+PE7";"RDP";1425295500000;1425295492000;1;"BUGEY";"BUGEY (LE)";NA;"P";0;0;"E";7;877637,020000003;6524492,47
3982;70012602;"+PE7";"JPP";1146839082000;1146839029000;1;"CHIN2";"CHINON B";NA;"P";0;0;"E";7;487105,770000003;6684200,98
3988;20002124;"+PE6";"PSP";971049600000;1279539750000;1;"CUSTI";"CUSTINE";NA;"P";0;0;"E";6;931382,670000002;6855831,58
3992;70029077;"+PE6";"RTP";1357645067000;1380646867000;1;"MUREM";"MUREMONT";NA;"P";0;0;"E";6;891084,960000001;6818616,98
3995;70008804;"+PE6";"JPP";1141124703000;1141124690000;1;"CUPER";"CUPERLY";NA;"P";0;0;"E";6;803467,789999999;6883934,62
3996;10000018;"+PE6";"CV";1125658919000;1125658654000;1;"WESTH";"WESTHOUCK";"(COPENOR G.I.E.)";"P";0;0;"E";6;646872,719999999;7105545,85
3999;10000406;"+PE6";"CAP";610761600000;1311932836000;1;"CLOCH";"CLOCHETTE (LA)";NA;"P";0;0;"E";6;706613,399999999;7030173,25
4010;50000880;"+PE6";"CGP";938044800000;1302772902000;1;"O.CHA";"ONET-LE-CHATEAU";NA;"P";0;0;"E";6;668717,600000001;6365436,53
4013;60000217;"+PE7";NA;791078400000;NA;1;"P.HA5";"PLAINE HAUTE";NA;"P";0;0;"E";7;264827,020000003;6830793,05
4019;70033377;"+PE6";"NBP";1363089531000;1363089399000;1;"B.CO5";"BRAILLY-CORNEHOTTE (CLIENT)";"(SEPE LE NOUVION)";"P";0;0;"E";6;625328,75;7015051,27
4025;70001556;"+PE6";NA;774489600000;NA;1;"COQU5";"COQUIBUS";NA;"P";0;0;"E";6;657100,229999997;6835534,06
4036;30000627;"+PE6";"JPP";1143800829000;NA;1;".RIDD";"RIDDES";"(SUISSE)";"P";0;0;"E";6;1027068,29;6567101,74
4037;70000836;"+PE7";"VC";774489600000;1225876657000;1;"MEZE5";"MEZEROLLES";NA;"P";0;0;"E";7;607813,210000001;6870928,88
4041;20000681;"+PE6";"SDP";1035849600000;1384275349000;1;"VOID ";"VOID";NA;"P";0;0;"E";6;892250,189999998;6848614,49
4053;30003395;"+PE6";"XS";1146654293000;1144082608000;1;"TAVA5";"TAVAUX";"(COGENERATION DALKIA)";"P";0;0;"E";6;883602,950000003;6664318,99
4054;10001212;"+PE6";"vc";1037836800000;1130408744000;1;"ESTR6";"ESTREUX";"(TOYOTA)";"P";0;0;"E";6;743436,130000003;7029224,44
4061;70040595;"+PE6";"CA";1340278705000;1340278671000;1;"P.LAC";"PERE-LACHAISE";"(R.A.T.P.)";"P";0;0;"E";6;656353,600000001;6863230,29
4062;70000004;"+PE7";"FL";822873600000;1305025689000;1;"PENLY";"PENLY";"(POSTE CENTRALE)";"P";0;0;"E";7;570934,920000002;6988164,48
4063;70052928;"+PE7";"RDP";1425033135000;1425033036000;1;"PENLY";"PENLY (POSTE CENTRALE)";"(POSTE CENTRALE)";"P";0;0;"E";7;570934,920000002;6988164,48
4064;70053028;"+PE7";"RDP";1425033115000;1425033091000;1;"PENLY";"PENLY (POSTE CENTRALE)";"(POSTE CENTRALE)";"P";0;0;"E";7;570934,920000002;6988164,48
4065;70000093;"+PE7";"CFP";757641600000;1453725697000;1;"FLAMA";"FLAMANVILLE";NA;"P";0;0;"E";7;346721,82;6948632,29
4066;70054128;"+PE7";"RDP";1425307145000;1425307042000;1;"FLAMA";"FLAMANVILLE";NA;"P";0;0;"E";7;346721,82;6948632,29
4067;70054228;"+PE7";"RDP";1425307319000;1425307308000;1;"FLAMA";"FLAMANVILLE";NA;"P";0;0;"E";7;346721,82;6948632,29
4068;70054328;"+PE7";"RDP";1425307352000;1425307328000;1;"FLAMA";"FLAMANVILLE";NA;"P";0;0;"E";7;346721,82;6948632,29
4069;70009701;"+PE6";"CFP";1126084968000;1452184602000;1;"G.SYN";"GRANDE-SYNTHE";NA;"P";0;0;"E";6;650082,049999997;7101529,4
4070;10000035;"+PE6";"CFP";1057276800000;1452183808000;1;"G.SYN";"GRANDE-SYNTHE";NA;"P";0;0;"E";6;650082,049999997;7101529,4
4071;40000021;"+PE6";NA;610761600000;NA;1;"BXCHA";"BEAUCHASTEL";NA;"P";0;0;"E";6;843310,810000002;6415799,65
4077;50001348;"+PE6";"FMP";1102672956000;1225119416000;1;"BALMA";"BALMA";NA;"P";0;0;"E";6;579080,530000001;6280331,47
4080;20000308;"+PE6";NA;610761600000;NA;1;"SSBR5";"ST-BRICE";NA;"P";0;0;"E";6;773047,520000003;6907173,27
4084;30001922;"+PE6";"JPP";610761600000;1158335069000;1;"SAUS2";"SAUSSAZ II (LA)";NA;"P";0;0;"E";6;972510,789999999;6461332,68
4086;50000597;"+PE6";"LCP";610761600000;1441297548000;1;"TUILI";"TUILIERES";NA;"P";0;0;"E";6;513115,630000003;6419036,43
4087;50000339;"+PE6";"CFP";610761600000;1424273830000;1;"AIGLE";"AIGLE (L )";NA;"P";0;0;"E";6;639928,93;6460335,56
4088;50000337;"+PE6";"CFP";610761600000;1424265847000;1;"AIGLE";"AIGLE (L )";NA;"P";0;0;"E";6;639928,93;6460335,56
4090;70000322;"+PE6";NA;846115200000;NA;1;"CHAPE";"CHAPELLE (LA)";"(CHAPELLE D ARBLAY)";"P";0;0;"E";6;563937;6918745,91
4092;10000003;"+PE6";"vc";962582400000;1127842654000;1;"DUNES";"DUNES (LES)";"(ASCOMETAL)";"P";0;0;"E";6;662366,390000001;7106290,42
4094;20000806;"+PE7";NA;824774400000;NA;1;"N.MAI";"NEUVES-MAISONS";"(UNIMETAL)";"P";0;0;"E";7;929164,469999999;6839115,49
4096;20000640;"+PE6";NA;610761600000;NA;1;"GAMBS";"GAMBSHEIM";NA;"P";0;0;"E";6;1061185,67;6854214,43
4098;30000293;"+PE6";NA;844646400000;NA;1;"BREU5";"BREUIL";"(CREUSOT-LOIRE AU CREUSOT)";"P";0;0;"E";6;810275,439999998;6633710,53
4100;70053128;"+PE6";"RDP";1425033934000;1425033838000;1;"CORD5";"CORDEMAIS";NA;"P";0;0;"E";6;331368,5;6696988,89
4101;70053228;"+PE6";"RDP";1425033997000;1425033945000;1;"CORD5";"CORDEMAIS";NA;"P";0;0;"E";6;331368,5;6696988,89
4102;70053328;"+PE7";"RDP";1425034661000;1425034648000;1;"CORD5";"CORDEMAIS";NA;"P";0;0;"E";7;331368,5;6696988,89
4103;70053428;"+PE6";"RDP";1425034694000;1425034687000;1;"CORD5";"CORDEMAIS";NA;"P";0;0;"E";6;331368,5;6696988,89
4104;70053528;"+PE7";"RDP";1425034743000;1425034713000;1;"CORD5";"CORDEMAIS";NA;"P";0;0;"E";7;331368,5;6696988,89
4105;70053628;"+PE6";"RDP";1425034782000;1425034767000;1;"CORD5";"CORDEMAIS";NA;"P";0;0;"E";6;331368,5;6696988,89
4106;60001293;"+PE7";NA;759974400000;NA;1;"CORD5";"CORDEMAIS";NA;"P";0;0;"E";7;331368,5;6696988,89
4108;60001381;"+PE6";"CFP";1146839442000;1423821983000;1;"AVOIN";"AVOINE";NA;"P";0;0;"E";6;485883,060000002;6686294,47
4109;30001561;"+PE6";NA;610761600000;NA;1;"MADE5";"MADELEINE (LA)";"(CREUSOT LOIRE INDUSTRIE A RIVE-DE-GIERS)";"P";0;0;"E";6;828528,950000003;6495457,12
4111;70055428;"+PE6";"CA";1426002711000;1425487959000;1;"M.PON";"MARTIGUES-PONTEAU";NA;"P";0;0;"E";6;863481,619999997;6251830,19
4112;70055528;"+PE7";"CA";1426002718000;1425487876000;1;"M.PON";"MARTIGUES-PONTEAU";NA;"P";0;0;"E";7;863481,619999997;6251830,19
4120;70051004;"+PE7";"CFP";1423054669000;1423054123000;1;"BVIL7";"BELLEVILLE (BELLEVILLE-SUR-LOIRE)";"(BELLEVILLE-SUR-LOIRE)";"P";0;0;"E";7;690730,969999999;6713254,04
4121;70051104;"+PE7";"CFP";1423054720000;1423054705000;1;"BVIL7";"BELLEVILLE (BELLEVILLE-SUR-LOIRE)";"(BELLEVILLE-SUR-LOIRE)";"P";0;0;"E";7;690730,969999999;6713254,04
4122;70014891;"+PE7";"JAP";1161099117000;1161098596000;1;"CRENE";"CRENEY";NA;"P";0;0;"E";7;784242,5;6804709,8
4123;20001004;"+PE6";"LCP";1168597191000;1450361255000;1;"CRENE";"CRENEY";NA;"P";0;0;"E";6;784242,5;6804709,8
4124;70049104;"+PE7";"CFP";1403170343000;1403170245000;1;"CIVAU";"CIVAUX";"(POSTE CENTRALE)";"P";0;0;"E";7;520536,689999998;6597599,76
4125;70049204;"+PE7";"CFP";1403170426000;1403170256000;1;"CIVAU";"CIVAUX";"(POSTE CENTRALE)";"P";0;0;"E";7;520536,689999998;6597599,76
4126;70049304;"+PE7";"CFP";1403170448000;1403170267000;1;"CIVAU";"CIVAUX";"(POSTE CENTRALE)";"P";0;0;"E";7;520536,689999998;6597599,76
4127;70049404;"+PE7";"CFP";1403170465000;1403170697000;1;"CIVAU";"CIVAUX";"(POSTE CENTRALE)";"P";0;0;"E";7;520536,689999998;6597599,76
4128;50000689;"+PE6";"RDP";824947200000;1425381157000;1;"BROMM";"BROMMAT";NA;"P";0;0;"E";6;674530,740000002;6406680,28
4129;50000690;"+PE7";"VC";1157990232000;1157990116000;1;"BROMM";"BROMMAT";NA;"P";0;0;"E";7;674530,740000002;6406680,28
4130;70048385;"+PE7";"SDP";1393327848000;1393326693000;1;"BLAYA";"BLAYAIS (LE)";NA;"P";0;0;"E";7;409990,5;6468340,26
4131;50000305;"+PE7";"SDP";1393327934000;1393326286000;1;"BLAYA";"BLAYAIS (LE)";NA;"P";0;0;"E";7;409990,5;6468340,26
4132;70047985;"+PE6";"SDP";1393327829000;1393326575000;1;"BLAYA";"BLAYAIS (LE)";NA;"P";0;0;"E";6;409990,5;6468340,26
4133;70048085;"+PE7";"SDP";1393327834000;1393326654000;1;"BLAYA";"BLAYAIS (LE)";NA;"P";0;0;"E";7;409990,5;6468340,26
4134;70048185;"+PE7";"SDP";1393327840000;1393326667000;1;"BLAYA";"BLAYAIS (LE)";NA;"P";0;0;"E";7;409990,5;6468340,26
4135;70048285;"+PE7";"SDP";1393327844000;1393326681000;1;"BLAYA";"BLAYAIS (LE)";NA;"P";0;0;"E";7;409990,5;6468340,26
4136;70054728;"+PE7";"LCP";1442586166000;1425375665000;1;"CRUA5";"CRUAS (-MEYSSE)";"(-MEYSSE)";"P";0;0;"E";7;838734,600000001;6393862,73
4137;70054828;"+PE7";"LCP";1442586191000;1425375689000;1;"CRUA5";"CRUAS (-MEYSSE)";"(-MEYSSE)";"P";0;0;"E";7;838734,600000001;6393862,73
4138;70054628;"+PE7";"LCP";1442586154000;1425375579000;1;"CRUA5";"CRUAS (-MEYSSE)";"(-MEYSSE)";"P";0;0;"E";7;838734,600000001;6393862,73
4139;40000070;"+PE7";"LCP";1442586524000;NA;1;"CRUA5";"CRUAS (-MEYSSE)";"(-MEYSSE)";"P";0;0;"E";7;838734,600000001;6393862,73
4140;70054928;"+PE7";"LCP";1442586202000;1425375716000;1;"CRUA5";"CRUAS (-MEYSSE)";"(-MEYSSE)";"P";0;0;"E";7;838734,600000001;6393862,73
4141;70051404;"+PE7";"CFP";1423137531000;1423137510000;1;"N.SE5";"NOGENT-SUR-SEINE (POSTE CENTRALE)";"(POSTE CENTRALE)";"P";0;0;"E";7;739118,280000001;6824087,77
4142;20000933;"+PE7";"CFP";7,9704e+11;1423137479000;1;"N.SE5";"NOGENT-SUR-SEINE";"(POSTE CENTRALE)";"P";0;0;"E";7;739118,280000001;6824087,77
4143;40000055;"+PE6";NA;610761600000;NA;1;"MTPEZ";"MONTPEZAT";NA;"P";0;0;"E";6;797456,350000001;6401122,86
4147;20001232;"+PE7";"FMP";610761600000;1250502719000;1;"FESS5";"FESSENHEIM";"(CENTRALE NUCLEAIRE)";"P";0;0;"E";7;1041842,45;6764655,66
4148;70055328;"+PE6";"RDP";1425385430000;1425385404000;1;"FESS5";"FESSENHEIM (CENTRALE NUCLEAIRE)";"(CENTRALE NUCLEAIRE)";"P";0;0;"E";6;1041842,45;6764655,66
4149;70055128;"+PE7";"RDP";1425385304000;1425385211000;1;"FESS5";"FESSENHEIM (CENTRALE NUCLEAIRE)";"(CENTRALE NUCLEAIRE)";"P";0;0;"E";7;1041842,45;6764655,66
4150;70055228;"+PE6";"RDP";1425385423000;1425385390000;1;"FESS5";"FESSENHEIM (CENTRALE NUCLEAIRE)";"(CENTRALE NUCLEAIRE)";"P";0;0;"E";6;1041842,45;6764655,66
4151;70055028;"+PE7";"RDP";1425385296000;1425385155000;1;"FESS5";"FESSENHEIM (CENTRALE NUCLEAIRE)";"(CENTRALE NUCLEAIRE)";"P";0;0;"E";7;1041842,45;6764655,66
4152;70054428;"+PE7";"RDP";1425311326000;1425311250000;1;"SSEA2";"ST-LAURENT-DES-EAUX B";NA;"P";0;0;"E";7;592684,68;6735602,48
4153;70054528;"+PE7";"RDP";1425311345000;1425311337000;1;"SSEA2";"ST-LAURENT-DES-EAUX B";NA;"P";0;0;"E";7;592684,68;6735602,48
4154;60000987;"+PE7";"RDP";610761600000;1425311522000;1;"SSEA2";"ST-LAURENT-DES-EAUX B";NA;"P";0;0;"E";7;592684,68;6735602,48
4155;70000821;"+PE6";NA;774489600000;NA;1;"FALLO";"FALLOU";NA;"P";0;0;"E";6;646890,240000002;6873507,5
4157;70051204;"+PE7";"CFP";1423134976000;1423134949000;1;"GOLF5";"GOLFECH (NUCLEAIRE)";NA;"P";0;0;"E";7;527420,25;6336180,85
4158;70051304;"+PE7";"CFP";1423135007000;1423134997000;1;"GOLF5";"GOLFECH (NUCLEAIRE)";NA;"P";0;0;"E";7;527420,25;6336180,85
